Players,Team,Pos.,5v5 TOI,Shots,Chances,Passes,Primary Shot Assists,Home Plate,Low-to-High,Goal Line,NZ Assist,DZ Assist,Zone Entries,Carries...15,Pass Entries,Recoveries,Exit Attempts,Zone Exits,Exits w/ Possession,Exit Assists,Fails,Targets,Carries...24,Denials,Passes Allowed,5v4 Entries,5v4 Carries,5v4 Setups,4v5 Entries,4v5 Carry Denials,5v4 Shots,5v4 Passes,5v4 Primary Setups,5v4 Cross-Slot,5v4 Low-to-High,5v4 Goal Line,Forecheck Pressures,Exit Disruptions,Carry-in%,Pass%,Exit%,Possession Exit%,Fail%,Shots/60,Passes/60...46,A1/60,Shot Contributions/60,Entries/60,Carries/60,Passes/60...51,Attempts/60,Exits/60,Possession/60,Fail/60,Assists/60,Targets/60,Carry Against%,Denial%,Passes Allowed%,Recoveries/60,5v4 Carry%,5v4 Setup%,NZ Assist/60,DZ Assist/60,Transition Plays/60,Cycle Plays/60,Slot Passes/60,Goal Line Passes/60,High Danger Passes/60,L2H Passes/60,Pressures/60,Disruptions/60
Robby Fabbri,STL,F,19.46,1,1,4,2,0,2,0,0,2,4,2,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,50.0%,0.0%,85.7%,28.6%,0.0%,3.08,12.33,6.17,9.25,12.33,6.17,0,21.58,18.5,6.17,0,0,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,6.17,6.17,6.17,0,0,0,6.17,12.33,12.33
Robert Bortuzzo,STL,D,111.98,14,3,8,5,0,0,0,1,1,19,2,1,0,37,28,11,6,6,45,21,7,10,0,0,0,0,6,0,0,0,0,0,0,4,4,10.5%,5.3%,75.7%,29.7%,16.2%,7.5,4.29,2.68,10.18,10.18,1.07,0.54,19.82,15,5.89,3.21,3.21,24.11,46.7%,15.6%,47.6%,0,0.0%,0.0%,0.54,0.54,1.07,3.21,0,0,0,0,2.14,2.14
Robert Thomas,STL,F,297.05,31,17,89,61,4,10,8,3,4,108,65,28,22,98,80,61,12,17,4,1,1,1,10,6,6,0,0,8,18,8,3,3,0,43,36,60.2%,25.9%,81.6%,62.2%,17.3%,6.26,17.98,12.32,18.58,21.81,13.13,5.66,19.79,16.16,12.32,3.43,2.42,0.81,25.0%,25.0%,100.0%,4.44,60.0%,60.0%,0.61,0.81,1.41,16.56,0.81,1.62,2.42,2.02,8.69,7.27
Ryan O'Reilly,STL,F,348.76,22,15,132,80,8,22,6,8,8,108,50,28,22,96,84,63,14,11,11,5,4,3,10,7,6,4,2,9,26,16,4,4,0,49,43,46.3%,25.9%,87.5%,65.6%,11.5%,3.78,22.71,13.76,17.55,18.58,8.6,4.82,16.52,14.45,10.84,1.89,2.41,1.89,45.5%,36.4%,60.0%,3.78,70.0%,60.0%,1.38,1.38,2.75,19.96,1.38,1.03,2.41,3.78,8.43,7.4
Sammy Blais,STL,F,192.67,38,24,42,23,2,11,3,2,3,73,35,10,8,84,68,37,8,12,1,0,1,0,6,4,4,0,0,0,3,3,0,1,1,27,25,47.9%,13.7%,81.0%,44.0%,14.3%,11.83,13.08,7.16,19,22.73,10.9,3.11,26.16,21.18,11.52,3.74,2.49,0.31,0.0%,100.0%,0.0%,2.49,66.7%,66.7%,0.62,0.93,1.56,11.52,0.62,0.93,1.56,3.43,8.41,7.79
Troy Brouwer,STL,F,35.14,4,1,6,3,0,1,1,0,3,8,2,0,0,13,9,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25.0%,0.0%,69.2%,23.1%,23.1%,6.83,10.25,5.12,11.95,13.66,3.42,0,22.2,15.37,5.12,5.12,0,1.71,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,5.12,5.12,5.12,0,1.71,1.71,1.71,1.71,1.71
Tyler Bozak,STL,F,273.32,36,17,78,46,3,14,5,2,3,61,38,15,17,62,50,27,2,9,6,3,0,2,8,6,4,1,1,7,16,4,0,0,1,26,22,62.3%,24.6%,80.6%,43.5%,14.5%,7.9,17.12,10.1,18,13.39,8.34,3.29,13.61,10.98,5.93,1.98,0.44,1.32,50.0%,0.0%,66.7%,3.73,75.0%,50.0%,0.44,0.66,1.1,16.02,0.66,1.1,1.76,3.07,5.71,4.83
Vince Dunn,STL,D,339.39,84,9,63,37,0,2,1,6,17,55,24,12,0,188,145,82,35,31,115,61,17,18,17,11,8,0,0,18,25,17,1,1,0,13,13,43.6%,21.8%,77.1%,43.6%,16.5%,14.85,11.14,6.54,21.39,9.72,4.24,2.12,33.24,25.63,14.5,5.48,6.19,20.33,53.0%,14.8%,29.5%,0,64.7%,47.1%,1.06,3.01,4.07,7.07,0,0.18,0.18,0.35,2.3,2.3
Vladimir Tarasenko,STL,F,40.78,8,3,14,9,1,1,0,2,1,18,7,4,1,11,6,3,2,3,2,1,0,1,0,0,0,0,0,4,7,1,0,1,0,6,6,38.9%,22.2%,54.5%,27.3%,27.3%,11.77,20.6,13.24,25.01,26.48,10.3,5.89,16.18,8.83,4.41,4.41,2.94,2.94,50.0%,0.0%,100.0%,1.47,0.0%,0.0%,2.94,1.47,4.41,16.18,1.47,0,1.47,1.47,8.83,8.83
Zach Sanford,STL,F,244.41,37,24,49,28,2,8,1,7,8,80,36,10,12,82,62,41,13,20,11,2,4,0,2,0,1,2,0,3,8,4,0,0,3,34,23,45.0%,12.5%,75.6%,50.0%,24.4%,9.08,12.03,6.87,15.96,19.64,8.84,2.45,20.13,15.22,10.07,4.91,3.19,2.7,18.2%,36.4%,0.0%,2.95,0.0%,50.0%,1.72,1.96,3.68,8.35,0.49,0.25,0.74,1.96,8.35,5.65
Alex Killorn,T.B,F,309.13,53,25,94,59,3,24,3,12,9,104,44,16,22,95,82,51,3,12,27,10,11,5,19,6,8,8,11,11,21,9,2,1,1,44,32,42.3%,15.4%,86.3%,53.7%,12.6%,10.29,18.24,11.45,21.74,20.19,8.54,3.11,18.44,15.92,9.9,2.33,0.58,5.24,37.0%,40.7%,50.0%,4.27,31.6%,42.1%,2.33,1.75,4.08,14.17,0.58,0.58,1.16,4.66,8.54,6.21
Alexander Volkov,T.B,F,10.72,2,2,4,3,0,1,1,1,0,3,3,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0%,33.3%,50.0%,0.0%,50.0%,11.2,22.4,16.8,27.99,16.8,16.8,5.6,11.2,5.6,0,5.6,0,5.6,0.0%,0.0%,0.0%,0,0.0%,0.0%,5.6,0,5.6,16.8,0,5.6,5.6,5.6,11.2,11.2
Anthony Cirelli,T.B,F,349.48,54,32,103,61,3,24,2,5,5,133,68,26,26,94,78,50,2,13,34,12,16,5,17,14,11,12,5,5,10,5,0,1,1,52,44,51.1%,19.5%,83.0%,53.2%,13.8%,9.27,17.68,10.47,19.74,22.83,11.67,4.46,16.14,13.39,8.58,2.23,0.34,5.84,35.3%,47.1%,41.7%,4.46,82.4%,64.7%,0.86,0.86,1.72,15.97,0.52,0.34,0.86,4.12,8.93,7.55
Barclay Goodrow,T.B,F,77.85,11,4,18,14,0,3,1,1,3,17,6,1,3,22,20,3,1,2,3,1,2,0,0,0,0,3,1,0,0,0,0,0,0,12,10,35.3%,5.9%,90.9%,13.6%,9.1%,8.48,13.87,10.79,19.27,13.1,4.62,0.77,16.96,15.41,2.31,1.54,0.77,2.31,33.3%,66.7%,0.0%,2.31,0.0%,0.0%,0.77,2.31,3.08,10.79,0,0.77,0.77,2.31,9.25,7.71
Blake Coleman,T.B,F,83.5,19,7,17,11,1,2,2,2,1,30,18,4,9,20,17,13,2,3,8,2,4,1,0,0,0,5,3,0,0,0,0,0,0,9,8,60.0%,13.3%,85.0%,65.0%,15.0%,13.65,12.22,7.9,21.56,21.56,12.93,2.87,14.37,12.22,9.34,2.16,1.44,5.75,25.0%,50.0%,50.0%,6.47,0.0%,0.0%,1.44,0.72,2.16,10.06,0.72,1.44,2.16,1.44,6.47,5.75
Brayden Point,T.B,F,369.22,74,43,148,83,3,26,3,14,9,154,115,53,19,99,83,68,18,16,25,7,11,1,61,44,35,0,0,35,63,17,6,3,1,46,33,74.7%,34.4%,83.8%,68.7%,16.2%,12.03,24.05,13.49,25.51,25.03,18.69,8.61,16.09,13.49,11.05,2.6,2.93,4.06,28.0%,44.0%,14.3%,3.09,72.1%,57.4%,2.28,1.46,3.74,20.31,0.49,0.49,0.98,4.23,7.48,5.36
Braydon Coburn,T.B,D,258.49,42,2,31,21,0,2,0,3,9,27,10,1,1,102,78,35,16,17,94,56,6,20,0,0,0,0,3,0,0,0,0,0,0,20,14,37.0%,3.7%,76.5%,34.3%,16.7%,9.75,7.2,4.87,14.62,6.27,2.32,0.23,23.68,18.1,8.12,3.95,3.71,21.82,59.6%,6.4%,35.7%,0.23,0.0%,0.0%,0.7,2.09,2.79,4.41,0,0,0,0.46,4.64,3.25
Cameron Gaunce,T.B,F,9.22,1,0,1,1,0,0,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0%,0.0%,100.0%,0.0%,0.0%,6.51,6.51,6.51,13.02,13.02,6.51,0,19.53,19.53,0,0,0,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,0,0,6.51,0,0,0,0,0,0
Carter Verhaeghe,T.B,F,152.84,24,14,45,32,2,6,5,6,5,71,31,11,17,55,46,18,3,7,10,3,7,3,3,2,1,0,0,0,1,0,0,0,0,25,19,43.7%,15.5%,83.6%,32.7%,12.7%,9.42,17.67,12.56,21.98,27.87,12.17,4.32,21.59,18.06,7.07,2.75,1.18,3.93,30.0%,70.0%,100.0%,6.67,66.7%,33.3%,2.36,1.96,4.32,13.35,0.79,1.96,2.75,2.36,9.81,7.46
Cedric Paquette,T.B,F,257.8,45,20,39,22,2,13,1,2,1,66,21,8,10,61,46,21,4,12,15,4,7,3,0,0,0,4,6,0,1,1,0,0,1,45,40,31.8%,12.1%,75.4%,34.4%,19.7%,10.47,9.08,5.12,15.59,15.36,4.89,1.86,14.2,10.71,4.89,2.79,0.93,3.49,26.7%,46.7%,75.0%,2.33,0.0%,0.0%,0.47,0.23,0.7,8.38,0.47,0.23,0.7,3.03,10.47,9.31
Cory Conacher,T.B,F,18.72,4,2,3,3,0,1,0,0,0,8,2,2,0,6,5,4,0,1,1,0,1,0,3,2,2,0,0,1,1,0,0,0,0,4,3,25.0%,25.0%,83.3%,66.7%,16.7%,12.82,9.62,9.62,22.44,25.64,6.41,6.41,19.23,16.03,12.82,3.21,0,3.21,0.0%,100.0%,0.0%,0,66.7%,66.7%,0,0,0,9.62,0,0,0,3.21,12.82,9.62
Erik Cernak,T.B,D,387.33,104,11,63,28,0,2,0,4,18,58,18,6,0,168,124,68,35,34,130,60,25,25,0,0,0,0,7,0,1,1,0,0,0,11,10,31.0%,10.3%,73.8%,40.5%,20.2%,16.11,9.76,4.34,20.45,8.98,2.79,0.93,26.02,19.21,10.53,5.27,5.42,20.14,46.2%,19.2%,41.7%,0,0.0%,0.0%,0.62,2.79,3.41,6.35,0,0,0,0.31,1.7,1.55
Gemel Smith,T.B,F,17.7,2,1,6,4,0,0,1,0,2,9,2,1,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2%,11.1%,100.0%,80.0%,0.0%,6.78,20.34,13.56,20.34,30.51,6.78,3.39,16.95,16.95,13.56,0,3.39,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,6.78,6.78,13.56,0,3.39,3.39,0,0,0
Jan Rutta,T.B,D,83.45,9,3,7,3,0,1,0,1,2,6,2,0,1,25,19,9,3,6,29,18,2,9,0,0,0,1,3,0,0,0,0,0,0,4,4,33.3%,0.0%,76.0%,36.0%,24.0%,6.47,5.03,2.16,8.63,4.31,1.44,0,17.98,13.66,6.47,4.31,2.16,20.85,62.1%,6.9%,50.0%,0.72,0.0%,0.0%,0.72,1.44,2.16,2.88,0,0,0,0.72,2.88,2.88
Kevin Shattenkirk,T.B,D,437.23,93,6,94,42,2,2,1,8,21,74,24,11,1,224,167,75,49,47,164,104,17,34,19,7,7,0,2,12,23,10,0,2,0,22,19,32.4%,14.9%,74.6%,33.5%,21.0%,12.76,12.9,5.76,18.53,10.15,3.29,1.51,30.74,22.92,10.29,6.45,6.72,22.51,63.4%,10.4%,32.7%,0.14,36.8%,36.8%,1.1,2.88,3.98,8.92,0.27,0.14,0.41,0.27,3.02,2.61
Luke Schenn,T.B,D,136.21,37,0,16,7,1,0,0,0,4,8,1,0,0,70,47,18,8,17,57,38,2,21,0,0,0,0,0,0,0,0,0,0,0,3,2,12.5%,0.0%,67.1%,25.7%,24.3%,16.3,7.05,3.08,19.38,3.52,0.44,0,30.83,20.7,7.93,7.49,3.52,25.11,66.7%,3.5%,55.3%,0,0.0%,0.0%,0,1.76,1.76,5.29,0.44,0,0.44,0,1.32,0.88
Luke Witkowski,T.B,D,35.58,8,4,6,5,0,2,0,0,0,5,4,0,2,10,9,5,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,80.0%,0.0%,90.0%,50.0%,10.0%,13.49,10.12,8.43,21.92,8.43,6.75,0,16.86,15.18,8.43,1.69,3.37,5.06,66.7%,0.0%,50.0%,3.37,0.0%,0.0%,0,0,0,10.12,0,0,0,3.37,5.06,5.06
Mathieu Joseph,T.B,F,150.93,20,10,22,14,0,5,0,2,4,53,29,6,9,33,26,12,4,5,6,2,2,1,1,1,0,2,0,0,0,0,0,0,0,25,19,54.7%,11.3%,78.8%,36.4%,15.2%,7.95,8.75,5.57,13.52,21.07,11.53,2.39,13.12,10.34,4.77,1.99,1.59,2.39,33.3%,33.3%,50.0%,3.58,100.0%,0.0%,0.8,1.59,2.39,6.36,0,0,0,1.99,9.94,7.55
Mikhail Sergachev,T.B,D,426.12,83,12,102,60,5,3,0,10,27,51,25,11,0,201,164,98,32,29,128,78,10,29,13,6,5,0,6,31,66,35,1,1,0,27,23,49.0%,21.6%,81.6%,48.8%,14.4%,11.69,14.36,8.45,20.14,7.18,3.52,1.55,28.3,23.09,13.8,4.08,4.51,18.02,60.9%,7.8%,37.2%,0,46.2%,38.5%,1.41,3.8,5.21,9.15,0.7,0,0.7,0.42,3.8,3.24
Mitchell Stephens,T.B,F,137.18,30,10,23,12,0,2,3,2,1,39,22,4,2,13,13,10,1,0,9,4,3,2,0,0,0,2,1,0,0,0,0,0,0,24,21,56.4%,10.3%,100.0%,76.9%,0.0%,13.12,10.06,5.25,18.37,17.06,9.62,1.75,5.69,5.69,4.37,0,0.44,3.94,44.4%,33.3%,50.0%,0.87,0.0%,0.0%,0.87,0.44,1.31,8.75,0,1.31,1.31,0.87,10.5,9.18
Nikita Kucherov,T.B,F,348.86,86,44,156,108,9,37,6,18,8,106,65,40,16,108,93,64,14,15,7,2,5,1,35,21,14,0,0,45,121,58,4,29,1,55,45,61.3%,37.7%,86.1%,59.3%,13.9%,14.79,26.83,18.57,33.37,18.23,11.18,6.88,18.57,15.99,11.01,2.58,2.41,1.2,28.6%,71.4%,50.0%,2.75,60.0%,40.0%,3.1,1.38,4.47,22.36,1.55,1.03,2.58,6.36,9.46,7.74
Ondrej Palat,T.B,F,369.84,60,31,99,67,5,17,0,11,10,134,67,19,16,136,121,63,13,15,21,5,10,1,11,7,5,6,2,9,11,5,0,1,3,64,55,50.0%,14.2%,89.0%,46.3%,11.0%,9.73,16.06,10.87,20.6,21.74,10.87,3.08,22.06,19.63,10.22,2.43,2.11,3.41,23.8%,47.6%,20.0%,2.6,63.6%,45.5%,1.78,1.62,3.41,12.65,0.81,0,0.81,2.76,10.38,8.92
Pat Maroon,T.B,F,280.77,32,14,66,40,0,22,5,4,0,97,27,5,24,71,56,27,7,12,4,2,0,1,10,3,0,0,0,4,10,0,0,0,0,35,27,27.8%,5.2%,78.9%,38.0%,16.9%,6.84,14.1,8.55,15.39,20.73,5.77,1.07,15.17,11.97,5.77,2.56,1.5,0.85,50.0%,0.0%,50.0%,5.13,30.0%,0.0%,0.85,0,0.85,13.25,0,1.07,1.07,4.7,7.48,5.77
Ryan Mcdonagh,T.B,D,280.38,48,5,31,18,0,1,0,2,8,31,5,1,0,105,77,40,23,23,101,59,11,27,0,0,0,0,3,1,2,0,0,0,0,19,17,16.1%,3.2%,73.3%,38.1%,21.9%,10.27,6.63,3.85,14.12,6.63,1.07,0.21,22.47,16.48,8.56,4.92,4.92,21.61,58.4%,10.9%,45.8%,0,0.0%,0.0%,0.43,1.71,2.14,4.49,0,0,0,0.21,4.07,3.64
Steven Stamkos,T.B,F,198.06,35,17,60,40,3,10,4,6,3,59,36,14,6,56,47,24,6,8,2,0,2,0,9,6,4,2,0,32,31,17,3,7,0,14,13,61.0%,23.7%,83.9%,42.9%,14.3%,10.6,18.18,12.12,22.72,17.87,10.91,4.24,16.96,14.24,7.27,2.42,1.82,0.61,0.0%,100.0%,0.0%,1.82,66.7%,44.4%,1.82,0.91,2.73,15.45,0.91,1.21,2.12,3.03,4.24,3.94
Tyler Johnson,T.B,F,332.6,56,31,68,44,0,17,5,5,6,79,40,10,11,98,78,38,8,19,14,7,3,2,22,12,8,0,0,15,16,6,2,3,2,40,28,50.6%,12.7%,79.6%,38.8%,19.4%,10.1,12.27,7.94,18.04,14.25,7.22,1.8,17.68,14.07,6.86,3.43,1.44,2.53,50.0%,21.4%,28.6%,1.98,54.5%,36.4%,0.9,1.08,1.98,10.28,0,0.9,0.9,3.07,7.22,5.05
Victor Hedman,T.B,D,429.4,89,14,91,56,2,3,0,8,25,67,28,11,1,220,173,101,33,37,162,98,16,44,12,7,7,2,8,34,92,50,3,1,0,33,30,41.8%,16.4%,78.6%,45.9%,16.8%,12.44,12.72,7.82,20.26,9.36,3.91,1.54,30.74,24.17,14.11,5.17,4.61,22.64,60.5%,9.9%,44.9%,0.14,58.3%,58.3%,1.12,3.49,4.61,8.1,0.28,0,0.28,0.42,4.61,4.19
Yanni Gourde,T.B,F,314.53,51,22,103,68,3,23,6,9,4,122,53,15,31,112,92,52,8,17,19,7,8,3,15,4,4,8,5,5,11,7,0,4,0,62,51,43.4%,12.3%,82.1%,46.4%,15.2%,9.73,19.65,12.97,22.7,23.27,10.11,2.86,21.37,17.55,9.92,3.24,1.53,3.62,36.8%,42.1%,42.9%,5.91,26.7%,26.7%,1.72,0.76,2.48,17.17,0.57,1.14,1.72,4.39,11.83,9.73
Zach Bogosian,T.B,D,105.17,24,2,15,7,0,0,1,0,2,20,5,4,1,32,18,7,9,12,38,21,5,10,0,0,0,0,3,0,0,0,0,0,0,6,6,25.0%,20.0%,56.3%,21.9%,37.5%,13.69,8.56,3.99,17.69,11.41,2.85,2.28,18.26,10.27,3.99,6.85,5.13,21.68,55.3%,13.2%,47.6%,0.57,0.0%,0.0%,0,1.14,1.14,7.42,0,0.57,0.57,0,3.42,3.42
Alexander Kerfoot,TOR,F,276.43,23,10,79,43,5,13,1,8,6,78,31,14,17,94,71,39,5,22,15,6,4,6,11,6,3,1,1,6,14,7,2,4,0,39,34,39.7%,17.9%,75.5%,41.5%,23.4%,4.99,17.15,9.33,14.33,16.93,6.73,3.04,20.4,15.41,8.46,4.78,1.09,3.26,40.0%,26.7%,100.0%,3.69,54.5%,27.3%,1.74,1.3,3.04,14.11,1.09,0.22,1.3,2.82,8.46,7.38
Andreas Johnsson,TOR,F,187.18,28,16,34,19,1,5,1,5,4,45,25,6,3,45,31,21,2,11,2,0,2,0,4,2,4,0,0,8,10,4,0,1,1,25,20,55.6%,13.3%,68.9%,46.7%,24.4%,8.98,10.9,6.09,15.07,14.42,8.01,1.92,14.42,9.94,6.73,3.53,0.64,0.64,0.0%,100.0%,0.0%,0.96,50.0%,100.0%,1.6,1.28,2.88,8.01,0.32,0.32,0.64,1.6,8.01,6.41
Auston Matthews,TOR,F,419.07,102,51,138,77,0,18,5,16,13,123,89,41,25,124,103,80,10,18,15,4,6,1,48,42,29,0,0,54,55,16,3,8,0,39,34,72.4%,33.3%,83.1%,64.5%,14.5%,14.6,19.76,11.02,25.63,17.61,12.74,5.87,17.75,14.75,11.45,2.58,1.43,2.15,26.7%,40.0%,25.0%,3.58,87.5%,60.4%,2.29,1.86,4.15,15.61,0,0.72,0.72,2.58,5.58,4.87
Calle Rosen,TOR,D,47.55,12,0,8,4,1,0,0,0,1,7,0,0,0,26,18,9,4,6,11,6,2,1,0,0,0,0,0,1,4,2,0,0,0,2,2,0.0%,0.0%,69.2%,34.6%,23.1%,15.14,10.09,5.05,20.19,8.83,0,0,32.81,22.71,11.36,7.57,5.05,13.88,54.5%,18.2%,16.7%,0,0.0%,0.0%,0,1.26,1.26,8.83,1.26,0,1.26,0,2.52,2.52
Cody Ceci,TOR,D,297.11,26,5,54,27,0,2,0,2,15,34,10,3,0,99,74,29,21,20,98,71,7,36,0,0,0,1,6,1,2,0,0,0,0,13,9,29.4%,8.8%,74.7%,29.3%,20.2%,5.25,10.91,5.45,10.7,6.87,2.02,0.61,19.99,14.94,5.86,4.04,4.24,19.79,72.4%,7.1%,50.7%,0,0.0%,0.0%,0.4,3.03,3.43,7.47,0,0,0,0.4,2.63,1.82
Denis Malgin,TOR,F,55.27,8,1,10,9,0,4,0,0,1,14,10,4,3,13,9,8,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,71.4%,28.6%,69.2%,61.5%,30.8%,8.69,10.86,9.77,18.46,15.2,10.86,4.34,14.11,9.77,8.69,4.34,1.09,2.17,50.0%,50.0%,100.0%,3.26,0.0%,0.0%,0,1.09,1.09,9.77,0,0,0,4.34,6.51,5.43
Dmytro Timashov,TOR,F,151.33,15,3,18,16,0,4,1,3,2,42,7,0,4,34,27,13,2,6,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,14,12,16.7%,0.0%,79.4%,38.2%,17.6%,5.95,7.14,6.34,12.29,16.65,2.78,0,13.48,10.71,5.15,2.38,0.79,1.19,66.7%,33.3%,100.0%,1.59,0.0%,0.0%,1.19,0.79,1.98,5.15,0,0.4,0.4,1.59,5.55,4.76
Frederik Gauthier,TOR,F,179.95,10,5,38,22,0,8,2,3,3,53,27,7,11,38,30,18,4,7,7,3,2,0,0,0,0,5,1,0,0,0,0,0,0,30,23,50.9%,13.2%,78.9%,47.4%,18.4%,3.33,12.67,7.34,10.67,17.67,9,2.33,12.67,10,6,2.33,1.33,2.33,42.9%,28.6%,0.0%,3.67,0.0%,0.0%,1,1,2,10.67,0,0.67,0.67,2.67,10,7.67
Ilya Mikheyev,TOR,F,183.25,52,25,44,30,0,14,0,1,4,53,27,7,10,38,34,16,3,4,10,6,2,2,0,0,0,5,3,2,0,0,0,0,0,31,24,50.9%,13.2%,89.5%,42.1%,10.5%,17.03,14.41,9.82,26.85,17.35,8.84,2.29,12.44,11.13,5.24,1.31,0.98,3.27,60.0%,20.0%,33.3%,3.27,0.0%,0.0%,0.33,1.31,1.64,12.77,0,0,0,4.58,10.15,7.86
Jake Muzzin,TOR,D,287.16,66,5,73,38,2,4,0,6,22,42,16,5,0,157,113,54,22,37,87,44,12,22,0,0,0,1,8,2,2,0,0,0,0,9,8,38.1%,11.9%,72.0%,34.4%,23.6%,13.79,15.25,7.94,21.73,8.78,3.34,1.04,32.8,23.61,11.28,7.73,4.6,18.18,50.6%,13.8%,50.0%,0,0.0%,0.0%,1.25,4.6,5.85,9.4,0.42,0,0.42,0.84,1.88,1.67
Jason Spezza,TOR,F,196.63,27,5,54,35,4,10,2,6,8,50,29,10,10,71,60,39,3,10,4,0,3,0,29,22,12,1,0,10,15,12,3,5,0,19,17,58.0%,20.0%,84.5%,54.9%,14.1%,8.24,16.48,10.68,18.92,15.26,8.85,3.05,21.67,18.31,11.9,3.05,0.92,1.22,0.0%,75.0%,0.0%,3.05,75.9%,41.4%,1.83,2.44,4.27,12.21,1.22,0.61,1.83,3.05,5.8,5.19
John Tavares,TOR,F,330.58,80,44,94,57,4,11,3,17,9,91,48,18,11,90,67,40,15,23,13,5,3,2,10,4,4,0,0,21,24,13,5,3,0,35,29,52.7%,19.8%,74.4%,44.4%,25.6%,14.52,17.06,10.35,24.87,16.52,8.71,3.27,16.33,12.16,7.26,4.17,2.72,2.36,38.5%,23.1%,40.0%,2,40.0%,40.0%,3.09,1.63,4.72,12.34,0.73,0.54,1.27,2,6.35,5.26
Justin Holl,TOR,D,372.45,61,6,71,32,0,1,0,4,24,62,23,7,1,156,118,73,42,31,136,89,12,35,0,0,0,0,11,0,0,0,0,0,0,16,13,37.1%,11.3%,75.6%,46.8%,19.9%,9.83,11.44,5.16,14.98,9.99,3.71,1.13,25.13,19.01,11.76,4.99,6.77,21.91,65.4%,8.8%,39.3%,0.16,0.0%,0.0%,0.64,3.87,4.51,6.93,0,0,0,0.16,2.58,2.09
Kasperi Kapanen,TOR,F,292.67,60,27,66,48,6,16,2,6,4,133,81,24,14,91,76,49,3,13,9,0,8,0,12,9,5,9,5,5,14,7,2,4,0,57,43,60.9%,18.0%,83.5%,53.8%,14.3%,12.3,13.53,9.84,22.14,27.27,16.61,4.92,18.66,15.58,10.05,2.67,0.62,1.85,0.0%,88.9%,0.0%,2.87,75.0%,41.7%,1.23,0.82,2.05,11.48,1.23,0.41,1.64,3.28,11.69,8.82
Kyle Clifford,TOR,F,89.67,23,9,10,5,1,1,1,4,1,30,7,1,4,18,15,9,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23.3%,3.3%,83.3%,50.0%,16.7%,15.39,6.69,3.35,18.74,20.07,4.68,0.67,12.04,10.04,6.02,2.01,0.67,2.68,50.0%,0.0%,0.0%,2.68,0.0%,0.0%,2.68,0.67,3.35,3.35,0.67,0.67,1.34,0.67,6.69,6.69
Martin Marincin,TOR,D,133.47,31,3,17,11,0,0,0,1,7,11,3,0,0,69,45,16,7,16,45,25,6,16,0,0,0,0,3,0,0,0,0,0,0,9,7,27.3%,0.0%,65.2%,23.2%,23.2%,13.94,7.64,4.95,18.88,4.95,1.35,0,31.02,20.23,7.19,7.19,3.15,20.23,55.6%,13.3%,64.0%,0,0.0%,0.0%,0.45,3.15,3.6,4.05,0,0,0,0,4.05,3.15
Mitchell Marner,TOR,F,299.15,50,16,101,69,4,15,3,9,6,101,55,21,14,84,70,44,19,13,13,7,5,4,47,31,18,12,3,22,64,33,7,4,0,41,34,54.5%,20.8%,83.3%,52.4%,15.5%,10.03,20.26,13.84,23.87,20.26,11.03,4.21,16.85,14.04,8.83,2.61,3.81,2.61,53.8%,38.5%,57.1%,2.81,66.0%,38.3%,1.81,1.2,3.01,17.25,0.8,0.6,1.4,3.01,8.22,6.82
Morgan Rielly,TOR,D,293.31,51,4,73,43,2,3,0,3,21,44,20,6,1,176,142,78,31,23,97,65,4,25,8,8,3,0,4,15,54,31,0,0,0,15,12,45.5%,13.6%,80.7%,44.3%,13.1%,10.43,14.93,8.8,19.23,9,4.09,1.23,36,29.05,15.96,4.7,6.34,19.84,67.0%,4.1%,38.5%,0.2,100.0%,37.5%,0.61,4.3,4.91,10.02,0.41,0,0.41,0.61,3.07,2.45
Nic Petan,TOR,F,51.03,9,2,15,11,0,4,1,2,0,15,5,4,4,22,17,10,1,5,3,1,1,0,1,1,1,0,0,1,1,0,0,0,0,8,7,33.3%,26.7%,77.3%,45.5%,22.7%,10.58,17.64,12.93,23.52,17.64,5.88,4.7,25.87,19.99,11.76,5.88,1.18,3.53,33.3%,33.3%,0.0%,4.7,100.0%,100.0%,2.35,0,2.35,15.29,0,1.18,1.18,4.7,9.41,8.23
