Player,Pos,Team,Entries,Carries,Carry-in%.entries,Passes,Pass%.entries,Dump-ins,Recovered Dump-ins,Left,Center,Right,Fail,5v5 TOI,Entries/60,Carries/60,Passes/60,Recoveries,Targets,Carry-in,Dump-in,Break-up,Shots off Entries,Passes Allowed,Carry-in%.entry_defense,Break-up%,Pass%.entry_defense,Carry Denial,Pass Denial,Break-up?,Touches,Exits,Possession Exits,Exit%,Possession Exit%,Fail%,Assists,Carry,Pass,Dump,Clear,Fail.exits,Assisted Passes,Assisted Carries,Assisted Turnovers,Icing,Left.exits,Center.exits,Right.exits,5v5 TOI.exits,Touches/60,Exits/60,Possession/60,Fail/60,Assists/60,#,5v5 TOI.forechecking,Applied Pressure,Turnovers Forced,Clears Forced,Pressures/60,Disruptions/60,#.shots,Shots,On Goal,Missed,Chances,Deflection,One-timer,Rebounds,Wrist,Slapshot,Wraparound,Backhand,Passes.shots,A1,A2,A3,Solo Shots,5v5 TOI.shots,Shots/60,Chances/60,Passes/60.shots,A1/60,Contributions/60,PSC/60,Stretch Passes,Home Plate,Low-to-High,Behind Net,High Danger,Home Plate/60,L2H/60,BTN/60,HD/60,One-timer/60
Josh Archibald,RW,ARI,10,4,40.0%,1,10.0%,6,2,4,0,6,0,37.41,16.038,6.415,1.604,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,66.7%,66.7%,33.3%,0,1,1,0,0,1,0,0,0,0,1,1,1,37.41,4.81,3.21,3.21,1.6,0.000,45,37.41,9,4,0,14.43,6.42,45,5,4,1,2,0,0,1,5,0,0,0,4,3,0,1,2,37.41,8.02,3.21,6.42,4.81,14.43,12.83,0,0,1,0,0,0,1.6,0,0,3.21
Ilya Lyubushkin,D,ARI,1,0,0.0%,0,0.0%,1,0,0,0,1,0,34.28,1.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,34.28,0,0,10.5,5.25,10.5,5.25,0,1,0,0,1,1.75,0,0,1.75,0
Jason Demers,D,ARI,12,3,25.0%,0,0.0%,9,0,2,2,9,1,171.63,4.195,1.049,0,0,82,51,15,16,39,13,62.20%,19.50%,15.90%,-0.076,-1.457,2.509,55,34,11,61.8%,20.0%,34.5%,13,0,11,9,14,19,8,5,0,2,9,4,42,171.63,19.23,11.89,3.85,6.64,4.545,55,171.63,7,4,0,2.45,1.4,55,17,7,10,0,0,3,0,12,1,0,1,24,18,3,3,4,171.63,5.94,0,8.39,6.29,14.33,12.24,2,0,0,0,0,0,0,0,0,0
Lawson Crouse,LW,ARI,26,10,38.5%,1,3.8%,16,6,11,9,6,0,106.9,14.593,5.613,0.561,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20,6,87.0%,26.1%,13.0%,1,4,2,6,8,3,0,1,0,0,10,7,6,106.9,12.91,11.23,3.37,1.68,0.561,67,106.9,19,11,0,10.66,6.17,67,22,10,12,6,3,3,2,12,0,0,2,19,16,2,1,12,106.9,12.35,3.37,10.66,8.98,23.01,21.33,0,1,7,1,2,0.56,3.93,0.56,1.12,1.12
Jordan Oesterle,D,ARI,21,5,23.8%,1,4.8%,16,0,6,4,12,1,129.68,9.716,2.313,0.463,0,111,85,19,7,56,39,76.60%,6.30%,35.10%,1.816,2.78,-0.957,79,50,19,63.3%,24.1%,32.9%,10,2,17,15,16,26,9,1,0,3,39,12,28,129.68,36.55,23.13,8.79,12.03,4.627,82,129.68,4,2,0,1.85,0.93,82,17,5,12,0,0,2,0,14,1,0,0,17,9,5,3,2,129.68,7.87,0,7.87,4.16,15.73,12.03,4,0,0,0,0,0,0,0,0,0.46
Anders Bjork,RW,BOS,28,19,67.9%,9,32.1%,9,6,12,7,13,4,103.63,16.21,11,5.21,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,12,91.7%,50.0%,8.3%,0,8,4,2,8,2,0,0,1,0,9,3,12,103.63,13.9,12.74,6.95,1.16,0.000,10,103.63,26,15,4,15.05,11,10,18,8,10,5,1,2,0,13,2,0,0,18,14,3,1,0,103.63,10.42,2.89,10.42,8.11,20.84,18.53,0,0,6,2,2,0,3.47,1.16,1.16,1.74
Chris Wagner,C,BOS,28,10,35.7%,4,14.3%,18,2,15,4,9,0,106.93,15.71,5.61,2.24,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,11,5,6,2,0,1,11,0,1,1,10,7,3,0,0,106.93,8.98,3.37,5.61,3.93,14.59,12.91,0,0,2,2,2,0,1.12,1.12,1.12,0.56
Ryan Donato,RW,BOS,32,16,50.0%,4,12.5%,16,3,17,4,13,2,89.15,21.54,10.77,2.69,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,25,14,78.1%,43.8%,15.6%,0,9,5,3,8,5,0,0,0,2,21,2,9,89.15,21.54,16.83,9.42,3.37,0.000,17,89.15,9,4,0,6.06,2.69,17,13,7,6,3,0,0,1,12,0,0,0,15,12,2,1,0,89.15,8.75,2.02,10.1,8.08,18.84,16.83,0,0,3,1,1,0,2.02,0.67,0.67,1.35
Joakim Nordstrom,LW,BOS,44,14,31.8%,4,9.1%,30,5,26,7,14,3,122.05,21.63,6.88,1.97,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,16,83.8%,43.2%,16.2%,2,11,5,5,10,6,1,1,0,0,21,6,10,122.05,18.19,15.24,7.87,2.95,0.983,20,122.05,23,9,8,11.31,8.36,20,15,10,5,5,0,2,0,10,1,0,2,26,18,7,1,0,122.05,7.37,2.46,12.78,8.85,20.16,16.22,0,0,7,1,1,0,3.44,0.49,0.49,0.49
Brandon Carlo,D,BOS,35,3,8.6%,1,2.9%,32,0,4,4,27,0,193.35,10.86,0.93,0.31,0,212,110,74,28,77,29,51.90%,13.20%,13.70%,-1.432,-1.935,0.854,85,57,23,67.1%,27.1%,27.1%,14,7,16,10,24,23,8,6,5,5,12,5,68,193.35,26.38,17.69,7.14,7.14,4.344,25,193.35,5,4,0,1.55,1.24,25,26,13,13,2,0,10,1,12,3,0,0,19,7,11,1,0,193.35,8.07,0.62,5.9,2.17,13.96,10.24,0,0,0,0,0,0,0,0,0,0.31
John Moore,D,BOS,11,4,36.4%,0,0.0%,7,0,7,2,3,1,168.77,3.91,1.42,0,0,132,61,56,15,48,24,46.20%,11.40%,18.20%,-2.179,-0.946,0.37,78,53,23,67.9%,29.5%,29.5%,9,1,22,8,22,23,6,3,6,2,49,7,22,168.77,27.73,18.84,8.18,8.18,3.200,27,168.77,5,2,3,1.78,1.78,27,25,12,13,2,0,3,1,17,4,0,0,16,8,5,3,0,168.77,8.89,0.71,5.69,2.84,14.58,11.73,0,0,1,0,0,0,0.36,0,0,0.36
Zdeno Chara,D,BOS,21,4,19.0%,0,0.0%,17,0,14,6,3,2,213.95,5.89,1.12,0,0,175,111,40,24,77,42,63.40%,13.70%,24.00%,0.086,0.333,0.987,115,77,30,67.0%,26.1%,28.7%,18,6,24,19,28,33,12,6,5,5,81,18,16,213.95,32.25,21.59,8.41,9.25,5.048,33,213.95,9,3,4,2.52,1.96,33,44,24,20,3,0,8,0,25,11,0,0,13,9,4,0,0,213.95,12.34,0.84,3.65,2.52,15.99,14.86,2,0,0,0,0,0,0,0,0,0.28
Patrice Bergeron,C,BOS,43,20,46.5%,7,16.3%,23,4,16,11,19,3,139.2,18.53,8.62,3.02,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,38,15,76.0%,30.0%,24.0%,6,6,9,9,14,12,5,1,0,0,22,3,25,139.2,21.55,16.38,6.47,5.17,2.586,37,139.2,25,15,4,10.78,8.19,37,33,22,11,13,1,8,2,20,0,1,1,42,26,12,4,0,139.2,14.22,5.6,18.1,11.21,32.33,25.43,0,5,10,2,7,2.16,4.31,0.86,3.02,1.72
David Backes,RW,BOS,16,7,43.8%,1,6.3%,9,1,4,1,11,0,61.47,15.62,6.83,0.98,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,5,75.0%,31.3%,12.5%,0,1,4,5,2,2,0,0,0,2,5,1,10,61.47,15.62,11.71,4.88,1.95,0.000,42,61.47,13,6,4,12.69,9.76,42,12,8,4,5,0,1,0,11,0,0,0,8,5,2,1,0,61.47,11.71,4.88,7.81,4.88,19.52,16.59,0,0,1,0,0,0,0.98,0,0,0
Danton Heinen,LW,BOS,31,13,41.9%,9,29.0%,18,3,18,10,9,6,112.42,16.55,6.94,4.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,15,81.3%,46.9%,18.8%,3,4,11,1,10,6,1,2,1,0,13,8,11,112.42,17.08,13.88,8.01,3.2,1.601,43,112.42,27,14,4,14.41,9.61,43,12,9,3,7,1,0,1,10,0,0,0,23,17,4,2,0,112.42,6.4,3.74,12.28,9.07,18.68,15.48,1,2,6,1,3,1.07,3.2,0.53,1.6,2.67
Steven Kampfer,D,BOS,5,1,20.0%,0,0.0%,4,0,0,0,5,0,155.8,1.93,0.39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,20,11,58.8%,32.4%,38.2%,5,1,10,2,7,13,3,2,3,1,9,6,19,59.48,34.3,20.17,11.1,13.11,5.044,44,59.48,5,2,2,5.04,4.03,44,10,2,8,0,0,5,0,5,0,0,0,4,3,1,0,0,59.48,10.09,0,4.03,3.03,14.12,13.11,1,0,0,0,0,0,0,0,0,0
David Krejci,C,BOS,32,21,65.6%,5,15.6%,11,6,15,6,15,4,59.48,32.28,21.18,5.04,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,35,19,77.8%,42.2%,17.8%,2,8,11,4,12,8,1,1,0,2,16,6,23,155.8,17.33,13.48,7.32,3.08,0.770,46,155.8,27,15,8,10.4,8.86,46,16,10,6,7,0,1,0,15,0,0,0,45,33,10,2,0,155.8,6.16,2.7,17.33,12.71,23.49,18.87,0,2,9,4,6,0.77,3.47,1.54,2.31,3.08
Torey Krug,D,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08,0,0,0,0,124,67,46,11,50,20,54.00%,8.90%,16.10%,-1.15,-1.397,-0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08,0,0,0,0,0.000,47,12.08,NA,NA,NA,0,0,47,2,0,2,0,0,0,0,0,2,0,0,3,2,1,0,0,12.08,9.93,0,14.9,9.93,24.83,19.87,0,0,1,0,0,0,4.97,0,0,4.97
Matt Grzelcyk,D,BOS,34,11,32.4%,6,17.6%,23,1,23,7,6,2,154.05,13.24,4.28,2.34,0.39,140,81,37,22,70,30,57.90%,15.70%,21.40%,-0.647,-0.232,1.512,83,66,41,79.5%,49.4%,14.5%,15,16,25,7,18,12,11,4,2,5,40,25,18,154.05,32.33,25.71,15.97,4.67,5.842,48,154.05,5,3,2,1.95,1.95,48,23,8,15,2,1,5,0,13,4,0,0,24,18,4,2,0,154.05,8.96,0.78,9.35,7.01,18.31,15.97,0,2,0,0,2,0.78,0,0,0.78,0.39
Sean Kuraly,C,BOS,54,25,46.3%,6,11.1%,29,9,22,17,17,2,125.6,25.8,11.94,2.87,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,54,31,83.1%,47.7%,10.8%,3,19,12,7,16,7,1,2,0,4,37,10,18,125.6,31.05,25.8,14.81,3.34,1.433,52,125.6,27,16,4,12.9,9.55,52,23,15,8,11,1,0,0,20,1,0,1,27,18,8,1,0,125.6,10.99,5.25,12.9,8.6,23.89,19.59,0,1,8,1,2,0.48,3.82,0.48,0.96,0.48
Noel Acciari,C,BOS,31,8,25.8%,0,0.0%,23,4,8,4,20,1,104.68,17.77,4.59,0,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,9,90.5%,42.9%,4.8%,2,5,4,2,8,1,0,2,1,0,4,0,17,104.68,12.04,10.89,5.16,0.57,1.146,55,104.68,16,7,6,9.17,7.45,55,17,11,6,4,1,0,0,12,1,0,3,6,4,1,1,0,104.68,9.74,2.29,3.44,2.29,13.18,12.04,0,0,1,1,1,0,0.57,0.57,0.57,0
Urho Vaakanainen,D,BOS,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,17.23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,5,88.9%,55.6%,11.1%,1,0,5,0,3,1,1,0,0,0,2,5,2,17.23,31.34,27.86,17.41,3.48,3.482,58,17.23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Marchand,LW,BOS,55,37,67.3%,19,34.5%,18,11,28,15,22,11,152.85,21.59,14.52,7.46,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32,22,76.2%,52.4%,21.4%,2,6,16,2,8,9,1,1,2,1,32,5,5,152.85,16.49,12.56,8.64,3.53,0.785,63,152.85,23,8,5,9.03,5.1,63,29,18,11,17,1,0,2,23,0,1,2,50,34,13,3,0,152.85,11.38,6.67,19.63,13.35,31.01,24.73,0,5,10,5,10,1.96,3.93,1.96,3.93,4.71
Charlie McAvoy,D,BOS,16,4,25.0%,1,6.3%,12,0,4,5,8,1,105.7,9.08,2.27,0.57,0,144,72,48,24,48,25,50.00%,16.70%,17.40%,-1.681,-1.126,1.762,53,32,18,60.4%,34.0%,30.2%,8,3,15,4,10,16,6,2,4,5,8,9,36,105.7,30.09,18.16,10.22,9.08,4.541,73,105.7,3,0,1,1.7,0.57,73,12,4,8,0,0,2,0,9,1,0,0,21,12,8,1,0,105.7,6.81,0,11.92,6.81,18.73,13.62,0,2,1,0,2,1.14,0.57,0,1.14,1.14
Jake DeBrusk,RW,BOS,46,23,50.0%,3,6.5%,23,3,15,11,27,7,143.77,19.2,9.6,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Lauzon,D,BOS,1,0,0.0%,0,0.0%,1,0,1,0,1,1,32.33,1.86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,4,50.0%,33.3%,41.7%,1,0,4,1,1,5,1,0,1,1,7,1,4,32.33,22.27,11.14,7.42,9.28,1.856,79,32.33,0,0,0,0,0,79,3,0,3,0,0,0,0,3,0,0,0,1,1,0,0,0,32.33,5.57,0,1.86,1.86,7.42,7.42,0,0,0,0,0,0,0,0,0,0
Kevan Miller,D,BOS,13,1,7.7%,0,0.0%,12,1,2,2,10,1,93.87,8.31,0.64,0,0.64,93,55,28,10,46,20,59.10%,10.80%,21.50%,-0.478,-0.215,0.21,41,27,14,65.9%,34.1%,34.1%,7,2,12,1,12,14,5,2,2,0,10,4,27,93.87,26.21,17.26,8.95,8.95,4.474,86,93.87,3,1,0,1.92,0.64,86,13,6,7,0,0,2,0,7,4,0,0,6,5,1,0,0,93.87,8.31,0,3.84,3.2,12.14,11.51,0,2,0,0,2,1.28,0,0,1.28,0.64
David Pastrnak,RW,BOS,69,44,63.8%,13,18.8%,25,9,28,21,32,12,159.55,25.95,16.55,4.89,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,55,34,79.7%,49.3%,17.4%,2,21,13,3,18,12,2,0,1,2,14,11,44,159.55,25.95,20.68,12.79,4.51,0.752,88,159.55,27,12,8,10.15,7.52,88,51,29,22,22,2,9,2,36,2,0,0,35,23,10,2,0,159.55,19.18,8.27,13.16,8.65,32.34,27.83,1,4,4,3,7,1.5,1.5,1.13,2.63,1.5
Zach Bogosian,D,BUF,28,5,17.9%,4,14.3%,23,1,2,5,23,2,306.03,5.5,1,0.8,0.2,106,82,14,10,70,32,77.40%,9.40%,30.20%,1.919,1.693,-0.136,168,115,49,68.5%,29.2%,28.6%,45,4,45,21,45,48,33,12,6,5,43,20,105,306.03,32.94,22.55,9.61,9.41,8.823,4,306.03,8,3,4,1.57,1.37,4,47,20,27,2,0,10,0,24,12,0,1,48,24,19,5,17,306.03,9.21,0.39,9.41,4.71,18.63,13.92,0,0,2,0,0,0,0.39,0,0,0.39
Marco Scandella,D,BUF,28,4,14.3%,1,3.6%,24,0,22,3,4,1,317.93,5.3,0.8,0.2,0,108,62,36,10,40,21,57.40%,9.30%,19.40%,-0.706,-0.668,-0.182,183,136,51,74.3%,27.9%,23.0%,25,4,47,34,51,42,21,4,8,5,132,18,33,317.93,34.54,25.67,9.62,7.93,4.718,6,317.93,12,3,6,2.26,1.7,6,65,24,41,1,0,5,0,35,23,0,2,43,25,15,3,19,317.93,12.27,0.19,8.11,4.72,20.38,16.98,6,0,0,0,0,0,0,0,0,0.57
Casey Nelson,D,BUF,28,6,21.4%,3,10.7%,22,0,3,3,22,0,223.76,7.5,1.6,0.8,0,60,30,26,4,23,13,50.00%,6.70%,21.70%,-1.681,-0.18,-0.862,116,81,35,69.8%,30.2%,28.4%,26,2,33,16,30,33,19,7,3,2,26,13,77,223.76,31.1,21.72,9.39,8.85,6.972,8,223.76,9,4,4,2.41,2.15,8,44,14,30,1,0,6,0,36,2,0,0,28,13,9,6,8,223.76,11.8,0.27,7.51,3.49,19.31,15.28,3,0,0,0,0,0,0,0,0,0
Jack Eichel,C,BUF,160,108,67.5%,31,19.4%,52,16,86,40,57,24,324.92,29.5,19.9,5.7,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,80,61,76.9%,58.7%,21.2%,5,42,19,9,10,22,3,2,0,2,42,16,46,324.92,19.2,14.77,11.26,4.06,0.923,9,324.92,73,36,26,13.48,11.45,9,71,52,19,34,1,2,5,53,0,2,7,116,81,28,7,27,324.92,13.11,6.28,21.42,14.96,34.53,28.07,1,4,27,4,8,0.74,4.99,0.74,1.48,2.59
Patrik Berglund,C,BUF,45,19,42.2%,5,11.1%,26,12,16,10,23,4,230.35,11.7,4.9,1.3,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,36,17,75.0%,35.4%,20.8%,3,5,12,5,14,10,2,1,0,2,29,5,14,230.35,12.5,9.38,4.43,2.6,0.781,10,230.35,41,22,13,10.68,9.12,10,29,22,7,13,1,2,3,17,4,1,1,50,37,9,4,14,230.35,7.55,3.39,13.02,9.64,20.58,17.19,0,1,20,2,3,0.26,5.21,0.52,0.78,0.78
Vladimir Sobotka,C,BUF,81,41,50.6%,10,12.3%,40,5,42,18,27,6,248.93,19.5,9.9,2.4,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,45,26,83.3%,48.1%,16.7%,5,9,17,2,17,9,3,2,0,0,30,10,14,248.93,13.02,10.85,6.27,2.17,1.205,17,248.93,31,9,16,7.47,6.03,17,33,19,14,6,0,1,3,28,1,0,0,50,32,15,3,9,248.93,7.95,1.45,12.05,7.71,20.01,15.67,0,0,11,1,1,0,2.65,0.24,0.24,1.21
Jake McCabe,D,BUF,39,10,25.6%,4,10.3%,29,0,29,5,6,1,316.38,7.4,1.9,0.8,0,90,48,34,8,38,22,53.30%,8.90%,24.40%,-1.242,0.431,-0.279,164,117,38,71.3%,23.2%,22.6%,25,11,27,24,55,37,18,7,10,10,119,11,34,316.38,31.1,22.19,7.21,7.02,4.741,19,316.38,9,0,6,1.71,1.14,19,63,22,41,4,1,8,0,48,5,0,1,52,28,17,7,16,316.38,11.95,0.76,9.86,5.31,21.81,17.26,3,0,1,0,0,0,0.19,0,0,0.57
Kyle Okposo,RW,BUF,96,37,38.5%,13,13.5%,59,7,38,13,53,8,259.6,22.2,8.6,3,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,74,37,81.3%,40.7%,15.4%,1,24,13,9,28,14,1,0,3,3,21,7,63,259.6,21.03,17.1,8.55,3.24,0.231,21,259.6,39,14,16,9.01,6.93,21,37,23,14,12,1,1,3,27,3,0,2,62,35,25,2,11,259.6,8.55,2.77,14.33,8.09,22.88,16.64,0,1,14,1,2,0.23,3.24,0.23,0.46,1.85
Johan Larsson,C,BUF,50,26,52.0%,4,8.0%,24,9,19,4,33,6,190.97,15.7,8.2,1.3,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,55,32,85.9%,50.0%,12.5%,3,14,18,4,19,8,3,0,0,1,25,8,31,190.97,20.11,17.28,10.05,2.51,0.943,22,190.97,40,22,13,12.57,11,22,27,13,14,8,1,1,3,20,0,1,2,40,25,14,1,10,190.97,8.48,2.51,12.57,7.85,21.05,16.34,0,0,12,3,3,0,3.77,0.94,0.94,1.26
Sam Reinhart,RW,BUF,125,62,49.6%,25,20.0%,63,12,21,21,91,8,306.48,24.5,12.1,4.9,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,91,57,85.8%,53.8%,13.2%,7,29,28,6,28,14,5,2,0,1,24,10,72,306.48,20.75,17.82,11.16,2.74,1.370,23,306.48,65,32,24,12.73,10.96,23,58,36,22,25,5,5,3,40,1,0,5,70,43,19,8,15,306.48,11.35,4.89,13.7,8.42,25.06,19.77,1,1,9,3,4,0.2,1.76,0.59,0.78,0.78
Lawrence Pilut,D,BUF,5,2,40.0%,1,20.0%,3,0,5,0,0,0,51.25,5.9,2.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,7,78.9%,36.8%,15.8%,3,1,6,4,4,3,2,1,1,1,9,2,8,51.25,22.24,17.56,8.2,3.51,3.512,24,51.25,3,0,1,3.51,1.17,24,6,1,5,0,0,0,0,5,1,0,0,4,3,0,1,2,51.25,7.02,0,4.68,3.51,11.71,10.54,1,0,0,0,0,0,0,0,0,0
Rasmus Dahlin,D,BUF,38,21,55.3%,12,31.6%,17,0,19,8,18,7,355.68,6.4,3.5,2,0,118,68,33,17,46,16,57.60%,14.40%,13.60%,-0.677,-1.962,1.169,175,121,81,69.1%,46.3%,27.4%,23,17,64,12,28,48,15,8,10,6,77,38,60,355.68,29.52,20.41,13.66,8.1,3.880,26,355.68,17,3,10,2.87,2.19,26,57,26,31,9,0,7,1,42,5,1,1,86,55,25,6,17,355.68,9.62,1.52,14.51,9.28,24.12,18.89,4,1,2,0,1,0.17,0.34,0,0.17,0.67
Zemgus Girgensons,C,BUF,87,31,35.6%,8,9.2%,56,12,34,19,41,7,236.49,22.1,7.9,2,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,54,20,85.7%,31.7%,14.3%,5,8,12,9,25,9,4,1,3,0,25,6,32,236.49,15.98,13.7,5.07,2.28,1.269,28,236.49,27,15,9,6.85,6.09,28,35,19,16,14,2,2,4,15,4,0,8,35,24,11,0,18,236.49,8.88,3.55,8.88,6.09,17.76,14.97,0,0,7,2,2,0,1.78,0.51,0.51,0.51
Jason Pominville,RW,BUF,57,24,42.1%,9,15.8%,33,11,10,6,45,4,249.87,13.7,5.8,2.2,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,76,36,82.6%,39.1%,15.2%,4,10,26,17,23,14,3,1,0,2,9,5,78,249.87,22.09,18.25,8.64,3.36,0.960,29,249.87,33,17,12,7.92,6.96,29,51,34,17,17,2,8,6,26,7,1,2,54,28,16,10,15,249.87,12.25,4.08,12.97,6.72,25.21,18.97,0,0,9,2,2,0,2.16,0.48,0.48,0.72
Casey Mittelstadt,LW,BUF,63,47,74.6%,20,31.7%,16,9,31,20,17,5,250.23,15.1,11.3,4.8,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,39,24,78.0%,48.0%,14.0%,6,12,12,7,8,7,5,1,3,4,21,8,21,250.23,11.99,9.35,5.75,1.68,1.439,37,250.23,33,11,16,7.91,6.47,37,28,18,10,9,1,1,0,22,0,0,4,48,35,8,5,6,250.23,6.71,2.16,11.51,8.39,18.22,15.11,0,1,5,6,7,0.24,1.2,1.44,1.68,1.2
Conor Sheary,LW,BUF,81,46,56.8%,20,24.7%,35,6,48,16,26,9,250.85,19.4,11,4.8,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,50,29,84.7%,49.2%,13.6%,5,12,17,9,12,8,2,3,1,1,39,9,11,250.85,14.11,11.96,6.94,1.91,1.196,43,250.85,43,18,16,10.29,8.13,43,48,28,20,24,1,2,3,39,0,0,3,60,35,22,3,15,250.85,11.48,5.74,14.35,8.37,25.83,19.85,0,4,9,3,7,0.96,2.15,0.72,1.67,1.44
Jeff Skinner,LW,BUF,92,51,55.4%,12,13.0%,41,11,53,24,32,17,322.83,17.1,9.5,2.2,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,64,46,83.1%,59.7%,15.6%,5,24,22,3,15,12,3,2,2,1,47,16,14,322.83,14.31,11.89,8.55,2.23,0.929,53,322.83,73,25,27,13.57,9.66,53,75,48,27,42,2,0,7,49,4,3,9,64,39,16,9,34,322.83,13.94,7.81,11.89,7.25,25.83,21.19,1,1,7,4,5,0.19,1.3,0.74,0.93,0.74
Rasmus Ristolainen,D,BUF,53,15,28.3%,5,9.4%,38,0,8,11,36,2,413.39,7.7,2.2,0.7,0,157,109,37,11,98,58,69.40%,7.00%,36.90%,0.875,3.177,-0.773,228,148,57,64.9%,25.0%,30.3%,40,11,46,23,68,69,31,9,9,11,43,28,157,413.39,33.09,21.48,8.27,10.01,5.806,55,413.39,21,7,11,3.05,2.61,55,88,28,60,6,0,11,0,64,9,0,4,62,31,21,10,29,413.39,12.77,0.87,9,4.5,21.77,17.27,7,1,0,2,3,0.15,0,0.29,0.44,0.44
Evan Rodrigues,LW,BUF,79,37,46.8%,12,15.2%,42,7,37,14,31,3,198.39,23.9,11.2,3.6,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,53,32,81.5%,49.2%,12.3%,2,17,15,4,17,8,2,0,2,4,35,5,25,198.39,19.66,16.03,9.68,2.42,0.605,71,198.39,38,22,12,11.49,10.28,71,41,21,20,6,0,3,0,36,0,0,2,34,25,5,4,18,198.39,12.4,1.81,10.28,7.56,22.68,19.96,0,0,7,2,2,0,2.12,0.6,0.6,0.91
Tage Thompson,RW,BUF,55,22,40.0%,7,12.7%,33,6,20,11,27,3,166.05,19.9,7.9,2.5,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,43,21,79.6%,38.9%,18.5%,2,7,14,6,16,10,1,1,0,1,21,8,25,166.05,19.51,15.54,7.59,3.61,0.723,72,166.05,32,13,12,11.56,9.03,72,25,14,11,3,0,3,0,21,1,0,0,28,18,8,2,6,166.05,9.03,1.08,10.12,6.5,19.15,15.54,1,0,6,1,1,0,2.17,0.36,0.36,0.36
